,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
275,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.05,0.01,0.0
276,0.66,0.01,0.055999999999999994,0.0,0.01,0.0,0.02,0.0,0.022000000000000002,0.04,0.015
277,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.7233333333333334,0.0
278,0.22,0.01,0.04833333333333334,0.0,0.0,0.0,0.01,0.0,0.055,0.04,0.0
279,0.04,0.03,0.028333333333333332,0.0,0.0,0.0,0.07,0.025,0.03,0.165,0.015
280,0.01,0.0,0.06,0.0,0.0,0.05,0.01,0.01,0.03,0.0225,0.0
281,0.01,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.05,0.05,0.02
282,0.02,0.059000000000000004,0.08,0.02,0.01,0.01,0.04,0.02,0.06,0.17916666666666664,0.015
283,0.0,0.01,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.72,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018333333333333333,0.0,0.0
285,0.01,0.07,0.08666666666666668,0.0,0.0125,0.006666666666666666,0.03,0.0425,0.05,0.24583333333333335,0.02
286,0.02,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.14,0.0
287,0.01,0.045,0.03,0.0,0.01,0.006666666666666666,0.07,0.0,0.03,0.23,0.0
288,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.05,0.0
289,0.01,0.02,0.04,0.0,0.01,0.0,0.05,0.0,0.08666666666666668,0.71,0.0
290,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
291,0.0,0.03,0.01,0.0,0.01,0.0,0.0225,0.0,0.07,0.03,0.0
292,0.0,0.0,0.035,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.27,0.08,0.01
294,0.01,0.01,0.016666666666666666,0.01,0.0,0.0,0.03,0.0,0.02,0.085,0.01
295,0.06,0.045,0.019999999999999997,0.01,0.0,0.01,0.02,0.034,0.08,0.06,0.01
296,0.0,0.02,0.032,0.01,0.013333333333333332,0.0,0.02,0.0,0.03,0.07,0.0
297,0.0,0.015,0.03,0.0,0.03,0.0,0.14,0.0,0.17,0.07,0.0
298,0.15,0.13333333333333333,0.3216190476190476,0.03,0.095,0.04,0.06249999999999999,0.08,0.22466666666666668,0.22666666666666666,0.11466666666666667
299,0.0,0.01,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.02,0.0
300,0.97,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.015,0.0
301,0.0,0.04,0.01,0.0,0.02,0.0,0.025,0.0,0.02,0.03,0.0
302,0.01,0.0,0.026666666666666665,0.0,0.0,0.0,0.01,0.0025,0.35,0.025,0.01
303,0.01,0.0,0.023333333333333334,0.0,0.0,0.0,0.02,0.01,0.075,0.02,0.0
304,0.0,0.0,0.45583333333333337,0.0,0.0,0.0,0.0225,0.0,0.0,0.02,0.0
305,0.0,0.0,0.0,0.0,0.005,0.0,0.02,0.01,0.01,0.04,0.0
306,0.0,0.01,0.05,0.0,0.01,0.0,0.02,0.0,0.03,0.09333333333333332,0.0
307,0.0,0.01,0.03916666666666666,0.01,0.02,0.0,0.0335,0.0,0.06166666666666666,0.0,0.01
308,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0
309,0.0,0.06166666666666666,0.028999999999999998,0.0,0.0,0.005,0.06,0.01,0.055,0.015,0.0
310,0.0,0.1,0.06,0.0,0.0,0.0,0.01,0.0,0.08,0.02,0.0
311,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.07,0.0,0.0
312,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.115,0.01
313,0.92,0.0,0.03,0.0,0.005,0.0,0.01,0.0,0.03,0.04,0.005
314,0.0,0.01,0.055,0.01,0.0,0.0,0.16,0.0,0.03,0.0,0.0
315,0.03,0.0375,0.07,0.0,0.0,0.0,0.05,0.02,0.03,0.04,0.0
316,0.01,0.0225,0.03571428571428571,0.0,0.01,0.0,0.08,0.0,0.2785714285714286,0.05,0.0
317,0.0,0.0,0.42274999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.44333333333333336,0.0
318,0.06,0.04,0.025,0.05,0.02,0.0,0.07333333333333333,0.0,0.14333333333333334,0.14,0.01
319,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.03,0.025,0.0
320,0.0,0.005,0.025,0.0,0.0,0.0,0.01,0.0,0.01,0.025,0.0
321,0.97,0.04,0.02,0.02,0.003333333333333333,0.006,0.0,0.0,0.01,0.04,0.01
322,0.01,0.006666666666666666,0.03,0.01,0.005,0.0,0.02,0.01,0.03,0.10099999999999999,0.0
323,0.0,0.04333333333333333,0.08,0.0,0.0,0.0,0.03,0.0,0.08,0.62,0.0
324,0.0,0.0115,0.05,0.01,0.0,0.0,0.01,0.0,0.05,0.01,0.01
325,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,0.0,0.015,0.01,0.0,0.0,0.0,0.02,0.0,0.02,0.05666666666666667,0.0
327,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01
328,0.01,0.0,0.01,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.005
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
330,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.04,0.02,0.0
331,0.0,0.0,0.006666666666666666,0.0,0.0,0.0,0.01,0.0,0.05,0.09,0.0
332,0.15,0.13333333333333333,0.3216190476190476,0.03,0.095,0.04,0.06249999999999999,0.08,0.22466666666666668,0.22666666666666666,0.11466666666666667
333,0.0,0.59,0.62,0.0,0.03,0.0,0.04,0.0,0.026666666666666665,0.7078571428571427,0.0
334,0.0,0.0,0.055,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0
335,0.0,0.0,0.08,0.0,0.01,0.0,0.04,0.01,0.13,0.04,0.0
336,0.0,0.02,0.03,0.01,0.0,0.02,0.03,0.01,0.05,0.1175,0.0
337,0.7,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.003333333333333333,0.02,0.0
338,0.0,0.01,0.01,0.0,0.0,0.0,0.13,0.0,0.08,0.027666666666666666,0.0
339,0.0,0.5458333333333334,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.745,0.0
340,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.044000000000000004,0.0
341,0.01,0.0175,0.0775,0.01,0.0,0.0,0.01,0.0,0.065,0.7356666666666666,0.0
342,0.0,0.08333333333333334,0.05,0.0,0.0,0.0,0.02,0.0,0.05,0.82,0.0
343,0.0,0.003333333333333333,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0
344,0.01,0.01,0.0575,0.0,0.02,0.0,0.02,0.01,0.05,0.11666666666666665,0.01
345,0.01,0.03,0.02,0.0,0.02,0.0,0.12,0.02,0.39233333333333337,0.01,0.01
346,0.0,0.0,0.0075,0.0,0.0,0.0,0.025,0.0,0.03,0.01,0.0
347,0.0,0.03,0.07,0.0,0.01,0.0,0.016666666666666666,0.02,0.02,0.2225,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
349,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.09,0.01,0.0
350,0.0,0.02,0.02,0.0,0.0,0.0,0.03,0.0,0.11,0.01,0.0
351,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.52
352,0.0,0.005,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.01
353,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.06,0.04,0.0
354,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.0
355,0.85,0.01,0.0225,0.03,0.03,0.0,0.01,0.01,0.045,0.049,0.005
356,0.0,0.01,0.3,0.0,0.01,0.0,0.03,0.0,0.01,0.0,0.0
357,0.01,0.005,0.02,0.0,0.0,0.0,0.04,0.0,0.09,0.04,0.0
358,0.0,0.02,0.06166666666666666,0.0,0.01,0.0,0.01,0.0,0.14,0.03,0.0
359,0.0,0.025,0.003333333333333333,0.0,0.0,0.02,0.0,0.01,0.04,0.06,0.02
360,0.91,0.01,0.0175,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0
361,0.0,0.01,0.02,0.0,0.02,0.0,0.05,0.01,0.0775,0.11,0.0
362,0.01,0.03,0.02,0.01,0.01,0.0,0.02,0.0,0.03,0.09,0.0
363,0.01,0.0,0.026666666666666665,0.0,0.0,0.0,0.06,0.0,0.07,0.064,0.0
364,0.01,0.02333333333333333,0.065,0.01,0.01,0.0,0.0,0.01,0.07,0.08,0.0
365,0.04,0.02,0.01,0.0,0.01,0.0,0.005,0.0,0.16,0.02,0.0
366,0.0,0.015,0.04666666666666666,0.0,0.0,0.0,0.07666666666666667,0.02,0.11,0.05,0.0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.125,0.01,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.14,0.045,0.0
369,0.0,0.0,0.08375,0.0,0.0,0.0,0.02,0.0,0.05,0.01,0.0
370,0.03,0.01,0.08,0.0,0.0,0.0,0.02,0.0,0.11333333333333333,0.02333333333333333,0.02
371,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.02,0.06166666666666666,0.63,0.0
372,0.0,0.005,0.02,0.0,0.0,0.0,0.28600000000000003,0.0,0.45,0.02,0.0
373,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.22,0.03,0.0
374,0.0,0.01,0.06,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0
375,0.53,0.01,0.04,0.0,0.013999999999999999,0.0,0.05,0.005,0.03,0.02,0.0
376,0.0,0.0,0.16,0.0,0.0,0.01,0.0,0.01,0.05,0.23,0.24
377,0.0,0.024,0.15433333333333332,0.02,0.006666666666666666,0.02,0.08,0.03,0.05,0.07,0.015
378,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.0
379,0.01,0.026666666666666665,0.05,0.0,0.26,0.0,0.07,0.02,0.01,0.105,0.175
380,0.0,0.0,0.01,0.0,0.0,0.0,0.0125,0.0,0.02,0.02,0.0
381,0.0,0.0,0.04,0.01,0.0,0.0,0.10666666666666666,0.0,0.19,0.03,0.0
382,0.05,0.11285714285714285,0.14400000000000002,0.03,0.09142857142857143,0.0215,0.1075,0.04,0.06,0.165,0.056428571428571425
383,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
384,0.03,0.02,0.09783333333333336,0.0,0.03927380952380952,0.02,0.0,0.0,0.0625,0.115,0.0
385,0.02,0.14,0.05,0.01,0.0,0.005,0.03,0.0,0.02,0.01,0.0
386,0.0,0.005,0.045,0.02,0.01,0.02,0.01,0.01,0.01,0.11,0.0
387,0.0,0.08,0.1375,0.0,0.0,0.0,0.02,0.0,0.01,0.04,0.0
388,0.01,0.01,0.025,0.0,0.008,0.0,0.0,0.0,0.0,0.63,0.0
389,0.0,0.0,0.01,0.0,0.0,0.0,0.07200000000000001,0.0,0.129,0.01,0.0
390,0.01,0.005833333333333333,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
391,0.02,0.035,0.06666666666666667,0.0,0.0,0.0,0.015,0.0,0.03,0.08,0.0
392,0.01,0.02,0.013333333333333332,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0
393,0.0,0.004,0.04166666666666667,0.0,0.0,0.0,0.0,0.0,0.015,0.2782857142857143,0.0
394,0.02,0.01,0.08833333333333332,0.0,0.0325,0.0,0.02,0.01,0.12,0.03,0.01
395,0.0,0.049166666666666664,0.05,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0
396,0.01,0.005,0.02,0.02,0.0,0.0,0.03,0.0,0.04,0.152,0.0
397,0.95,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
398,0.0,0.03,0.18,0.03,0.0,0.0,0.02,0.0,0.01,0.035,0.0
399,0.01,0.01,0.018333333333333333,0.01,0.0,0.01,0.01,0.01,0.0325,0.06833333333333333,0.0
400,0.02,0.02333333333333333,0.02,0.0,0.02,0.0,0.08,0.0,0.12,0.056666666666666664,0.0
401,0.05,0.02,0.0375,0.02,0.016666666666666666,0.0,0.01,0.02,0.026000000000000002,0.12,0.0
402,0.01,0.0,0.06361904761904762,0.0,0.02,0.01,0.06333333333333332,0.01,0.16666666666666669,0.17416666666666664,0.0
403,0.0,0.03,0.06,0.0,0.0,0.0,0.12,0.0,0.18,0.05,0.0
404,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666666,0.0,0.0,0.0,0.0
405,0.0,0.11599999999999999,0.05833333333333333,0.0,0.0,0.0,0.01,0.0,0.03,0.07,0.01
406,0.0,0.0,0.01,0.01,0.0,0.0,0.05,0.0,0.02,0.02,0.0
407,0.95,0.02,0.035,0.0,0.0,0.0,0.02,0.01,0.016666666666666666,0.01,0.01
408,0.95,0.022857142857142857,0.02,0.0,0.01,0.01,0.0,0.0,0.02,0.01,0.01
409,0.03,0.026666666666666665,0.04,0.0,0.01,0.0,0.05,0.0,0.03,0.21333333333333335,0.0
410,0.0,0.09416666666666666,0.08166666666666668,0.0,0.0,0.0,0.03,0.0,0.07666666666666666,0.02,0.0
411,0.03,0.023333333333333334,0.08333333333333334,0.01,0.02,0.01,0.02,0.02,0.105,0.09,0.05
412,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
413,0.01,0.0025,0.06666666666666667,0.0,0.026666666666666665,0.0,0.04,0.03,0.08,0.11,0.01
414,0.89,0.003333333333333333,0.0,0.0,0.01,0.0,0.01,0.0,0.008,0.0,0.0
415,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.02,0.0
416,0.0,0.0,0.02,0.0,0.0175,0.0,0.0,0.0,0.04,0.04,0.0
417,0.0,0.02,0.025,0.01,0.0,0.01,0.0,0.02,0.07,0.0875,0.0
418,0.0,0.026666666666666665,0.04666666666666667,0.0,0.002,0.01,0.04,0.01,0.03,0.03,0.015
419,0.0,0.07400000000000001,0.035,0.0,0.0,0.0,0.03,0.0,0.11,0.05,0.02
420,0.0,0.0275,0.03,0.01,0.01,0.01,0.035,0.005,0.2097619047619048,0.05,0.0
421,0.07,0.07,0.11233333333333334,0.06,0.05,0.03,0.04,0.04333333333333333,0.0425,0.13,0.02
422,0.0,0.10716666666666667,0.09733333333333334,0.0,0.0025,0.0,0.01,0.0,0.01,0.03,0.0
423,0.0,0.03666666666666667,0.15733333333333333,0.0,0.0,0.015,0.025,0.0,0.01583333333333333,0.3525,0.006666666666666666
424,0.01,0.0,0.03,0.56,0.0,0.0,0.01,0.0,0.02,0.05,0.0
425,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.20666666666666664,0.01,0.0
426,0.0,0.02,0.05,0.0,0.0,0.0,0.045,0.0,0.05928571428571429,0.01,0.0
427,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
428,0.02,0.021666666666666664,0.13,0.0,0.0,0.0,0.015,0.01,0.05,0.06133333333333333,0.0
429,0.97,0.0075,0.025,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.0
430,0.0,0.02,0.05,0.0,0.01,0.0,0.04,0.02,0.01,0.02,0.0
431,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
432,0.0,0.06,0.04,0.0,0.0,0.0,0.01,0.0,0.07,0.01,0.0
433,0.0,0.02,0.025,0.0,0.003333333333333333,0.0,0.02,0.0,0.01,0.04833333333333333,0.01
434,0.02,0.0325,0.01,0.0,0.01,0.01,0.038,0.0,0.01,0.03,0.0
435,0.01,0.4225,0.25233333333333335,0.0,0.03,0.02,0.0,0.0,0.1,0.05333333333333333,0.0
436,0.0,0.01,0.02,0.0,0.0,0.0,0.02,0.01,0.02,0.6825,0.0
437,0.0,0.0025,0.025,0.0,0.0,0.0,0.01,0.0,0.03,0.08666666666666666,0.0
438,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.06,0.0
439,0.02,0.01,0.023333333333333334,0.01,0.01,0.01,0.01,0.03,0.0,0.045,0.0
440,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
441,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.0,0.0
442,0.03,0.08933333333333333,0.2784523809523809,0.01,0.025,0.01,0.02,0.016666666666666666,0.04666666666666667,0.1,0.02
443,0.0,0.01,0.02,0.0,0.01,0.0,0.03,0.0,0.0,0.05,0.01
444,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.0
445,0.0,0.020499999999999997,0.003333333333333333,0.0,0.0,0.0,0.0,0.0,0.0275,0.017142857142857144,0.0
446,0.0,0.015,0.025,0.0,0.0,0.0,0.03,0.0,0.05,0.01,0.0
447,0.01,0.01,0.02,0.0,0.0,0.0,0.14,0.0,0.13,0.08,0.01
448,0.01,0.012,0.07150000000000001,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
449,0.0,0.0,0.0625,0.01,0.0,0.01,0.01,0.02,0.025,0.185,0.0
450,0.0,0.01,0.29,0.0,0.0,0.0,0.03,0.0,0.01,0.030833333333333334,0.01
451,0.01,0.01,0.054000000000000006,0.0,0.0,0.0,0.02,0.01,0.09,0.05,0.0
452,0.0,0.03,0.14833333333333332,0.0,0.01,0.02,0.0,0.003333333333333333,0.04,0.07,0.01
453,0.01,0.03,0.04666666666666666,0.02,0.03,0.0,0.02,0.0,0.08,0.04,0.0
454,0.01,0.07400000000000001,0.105,0.0,0.016666666666666666,0.02,0.0,0.02,0.08583333333333334,0.2,0.0
455,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.0
456,0.0,0.0,0.01,0.0,0.0,0.0,0.064,0.01,0.13,0.04,0.0
457,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.0
458,0.02,0.1875,0.69,0.0,0.004285714285714285,0.003333333333333333,0.02,0.0,0.0375,0.1,0.02
459,0.02,0.065,0.06,0.04,0.023333333333333334,0.0,0.0,0.01,0.03,0.15,0.005
460,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0
461,0.04,0.08,0.06595238095238096,0.0,0.0,0.01,0.06,0.01,0.09,0.12,0.01
462,0.02,0.056666666666666664,0.08666666666666668,0.01,0.0,0.023333333333333334,0.08,0.0,0.13,0.05,0.01
463,0.02,0.02,0.71,0.01,0.009166666666666665,0.01,0.05,0.0,0.035,0.02,0.0
464,0.02,0.66,0.01,0.04,0.015,0.0,0.03,0.0,0.01,0.02,0.0
465,0.08,0.14583333333333331,0.8165,0.07,0.09050000000000001,0.05,0.12666666666666665,0.0575,0.095,0.13166666666666668,0.0675
466,0.59,0.025,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.03,0.0
467,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.02333333333333333,0.72,0.0
468,0.0,0.01,0.003333333333333333,0.0,0.005,0.024666666666666667,0.006666666666666666,0.01,0.0,0.20833333333333331,0.0
469,0.0,0.02,0.045,0.0,0.01,0.0,0.0,0.0,0.09666666666666668,0.7233333333333334,0.01
470,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.1,0.08,0.0
471,0.0,0.02,0.02,0.0,0.0,0.01,0.07,0.0,0.08,0.03,0.0
472,0.06,0.59,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02
473,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.06,0.02,0.01
474,0.03,0.0925,0.14966666666666667,0.0,0.03,0.02333333333333333,0.07,0.0,0.12,0.165,0.02
475,0.0,0.006666666666666666,0.01,0.0,0.01,0.0,0.17,0.0,0.11333333333333334,0.09333333333333332,0.003333333333333333
476,0.0,0.04333333333333334,0.06666666666666667,0.0,0.0325,0.02,0.04,0.03,0.068,0.125,0.01
477,0.02,0.08,0.12833333333333333,0.01,0.01,0.02,0.003333333333333333,0.03,0.07,0.06,0.02
478,0.74,0.01,0.0275,0.0,0.0,0.0,0.006666666666666666,0.02,0.005,0.04,0.0
479,0.0,0.04,0.105,0.0,0.0,0.0,0.01,0.0,0.01,0.74,0.06
480,0.0,0.0,0.63,0.0,0.003333333333333333,0.0,0.5533333333333333,0.0,0.63,0.0,0.0
481,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.265,0.06,0.0
482,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,0.0,0.03,0.03333333333333333,0.06,0.0,0.0,0.02,0.0,0.05,0.07333333333333333,0.003333333333333333
484,0.01,0.05,0.09333333333333332,0.0,0.01,0.0,0.04,0.01,0.16166666666666665,0.389,0.01
485,0.0,0.0,0.025,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.0
486,0.0,0.02,0.09,0.01,0.03,0.01,0.055,0.0,0.02,0.05,0.0
487,0.0,0.0,0.0,0.0,0.01,0.0,0.122,0.0,0.374,0.06,0.0
488,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.09,0.01,0.0
489,0.0,0.01,0.065,0.0,0.0,0.0,0.0,0.01,0.06,0.02,0.0
490,0.0,0.01,0.02,0.0,0.0,0.0,0.025,0.0,0.055,0.0175,0.01
491,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.0
492,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.0
493,0.01,0.0,0.01,0.0,0.01,0.0,0.08,0.0,0.185,0.02,0.0
494,0.01,0.02,0.03666666666666667,0.0,0.0,0.0,0.006666666666666666,0.025,0.07,0.28,0.0
495,0.0,0.04333333333333334,0.019166666666666665,0.0,0.01,0.0,0.006666666666666666,0.0,0.03,0.02,0.0
496,0.0,0.0,0.02,0.0,0.0,0.0,0.13,0.0,0.145,0.0,0.0
497,0.0,0.02,0.14833333333333334,0.0,0.02,0.0,0.06,0.02,0.19,0.07,0.01
498,0.01,0.01,0.03,0.0,0.01,0.0,0.03666666666666667,0.0,0.11,0.06,0.02
499,0.0,0.013999999999999999,0.03,0.0,0.01,0.01,0.05,0.01,0.16,0.0,0.0
500,0.01,0.01,0.03,0.0,0.01,0.03,0.01,0.0,0.25,0.04,0.01
501,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
502,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0
503,0.95,0.025,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.02,0.0
504,0.04,0.02,0.0675,0.0,0.01,0.0,0.13,0.0,0.11,0.14333333333333334,0.0
505,0.04,0.02,0.07233333333333333,0.0,0.01,0.0,0.0,0.01,0.1,0.08,0.0
506,0.0,0.045,0.05,0.0,0.025,0.008333333333333333,0.02,0.0,0.03,0.62,0.01
507,0.78,0.006666666666666666,0.021666666666666664,0.0,0.026666666666666665,0.0,0.01,0.0,0.0,0.03,0.0
508,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.44,0.01,0.0
509,0.03,0.0,0.04,0.04,0.0,0.01,0.02,0.0,0.03,0.04,0.0
510,0.0,0.0,0.01,0.0,0.0,0.0,0.04333333333333333,0.0,0.04,0.23,0.006666666666666666
511,0.6,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
512,0.01,0.03,0.03833333333333334,0.0,0.0025,0.0,0.026666666666666665,0.01,0.05666666666666667,0.04,0.01
513,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.0
514,0.0,0.013999999999999999,0.06,0.0,0.03,0.02,0.02,0.02,0.055,0.0725,0.02
515,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0
516,0.05,0.02,0.06,0.0,0.0,0.0,0.04,0.01,0.04,0.02,0.01
517,0.03,0.065,0.04666666666666667,0.0,0.02125,0.01,0.055,0.0,0.075,0.08,0.02
518,0.0,0.04,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.62,0.0
519,0.0,0.01,0.01,0.0,0.0,0.0,0.14,0.01,0.085,0.042,0.0
520,0.03,0.030666666666666665,0.09,0.01,0.0,0.01,0.02,0.0,0.145,0.04666666666666666,0.01
521,0.01,0.0,0.006666666666666666,0.02,0.0,0.0,0.01,0.0,0.03,0.02,0.0
522,0.01,0.045,0.07400000000000001,0.0,0.0,0.0,0.03666666666666667,0.0,0.0525,0.0525,0.01
523,0.05,0.075,0.0975,0.0,0.0425,0.0,0.08,0.0,0.07,0.08,0.0
524,0.0,0.01,0.0,0.0,0.005,0.01,0.02,0.0,0.02666666666666667,0.015,0.0
525,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.0875,0.0
526,0.02,0.03,0.06333333333333334,0.0,0.01,0.0,0.0525,0.0,0.12500000000000003,0.195,0.006666666666666666
527,0.06,0.025,0.1,0.0,0.02,0.0,0.04333333333333333,0.01,0.0725,0.12,0.0075
528,0.0,0.03,0.14183333333333334,0.01,0.005,0.01,0.03,0.0,0.055,0.05333333333333334,0.01
529,0.01,0.09833333333333334,0.2783333333333333,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.035
530,0.0,0.0,0.03,0.0,0.0,0.0,0.04666666666666666,0.0,0.05,0.02,0.0
531,0.0,0.08216666666666667,0.04,0.0,0.0,0.0,0.07,0.0,0.05,0.01,0.0
532,0.0,0.01,0.03,0.0,0.6,0.01,0.01,0.0,0.0,0.04,0.0
533,0.01,0.0,0.03133333333333333,0.0,0.0,0.0,0.005,0.0,0.26,0.02,0.01
534,0.72,0.01,0.03,0.0,0.0125,0.0,0.02,0.0,0.06166666666666667,0.11166666666666666,0.0
535,0.86,0.0,0.0275,0.0,0.01,0.01,0.02,0.02,0.0,0.065,0.0
536,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.09,0.01,0.0
537,0.0,0.045,0.03,0.0,0.01,0.01,0.0,0.03,0.095,0.25,0.01
538,0.61,0.02,0.05,0.02,0.02,0.0,0.04,0.0,0.03,0.055,0.0
539,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,0.01,0.0175,0.013333333333333332,0.0,0.03,0.055,0.01,0.028333333333333332,0.0,0.1475,0.01
541,0.0,0.45988095238095233,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
542,0.0,0.02,0.02,0.01,0.04,0.0,0.06,0.0,0.1125,0.06,0.0
543,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0175,0.044000000000000004,0.0225
544,0.0,0.02,0.03666666666666667,0.0,0.01,0.0,0.13,0.0,0.21666666666666667,0.03,0.0
545,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0
546,0.01,0.0,0.09833333333333333,0.0,0.0,0.0,0.02,0.0,0.02,0.05,0.0
547,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.02,0.0
548,0.0,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.04,0.04,0.0
549,0.04,0.035,0.04,0.04,0.025833333333333333,0.0,0.04,0.02,0.07,0.0725,0.006666666666666666
