file_id,cell_line
4921,HeLa
5901,MCF7
8323,RT4
1663,CACO-2
5230,HEK 293
904,CACO-2
1021,CACO-2
4229,U-2 OS
6517,A549
1749,A549
3677,U-251 MG
8776,U-251 MG
8876,PC-3
6340,HEK 293
7611,RT4
4610,PC-3
8879,PC-3
9371,HEK 293
2446,HeLa
6406,RT4
7290,HeLa
2665,RT4
4730,HEK 293
7736,U-2 OS
1057,MCF7
7318,CACO-2
6663,U-2 OS
1943,MCF7
8649,RT4
5711,RT4
3533,U-2 OS
5736,A549
3752,MCF7
1712,CACO-2
6049,U-2 OS
7543,A549
6388,HEK 293
2135,U-2 OS
6687,RT4
539,U-251 MG
5572,MCF7
7163,HEK 293
6971,MCF7
8845,RT4
3798,PC-3
3317,HEK 293
4804,RT4
1192,HEK 293
2192,U-2 OS
2006,MCF7
4623,CACO-2
7865,U-2 OS
7432,HEK 293
2266,U-251 MG
6493,RT4
2348,HEK 293
5270,CACO-2
7756,RT4
8647,HEK 293
7909,PC-3
7330,RT4
7333,RT4
6162,MCF7
7037,HEK 293
5640,RT4
8720,CACO-2
524,A549
3139,U-251 MG
5109,HEK 293
4204,RT4
3116,U-251 MG
9187,U-2 OS
8306,RT4
8938,RT4
8983,A549
7321,MCF7
7807,HeLa
3282,CACO-2
5818,CACO-2
2873,RT4
7334,HEK 293
2438,U-2 OS
395,MCF7
2228,PC-3
5700,HEK 293
2803,CACO-2
529,RT4
1986,U-2 OS
9539,U-2 OS
8692,PC-3
6145,HeLa
9428,HEK 293
888,CACO-2
8189,HEK 293
9375,HEK 293
5890,HEK 293
7633,HEK 293
1617,CACO-2
514,MCF7
4948,CACO-2
8660,U-251 MG
1873,U-2 OS
3557,RT4
7135,RT4
8506,MCF7
5127,RT4
5715,PC-3
6541,A549
9626,HEK 293
4544,PC-3
607,MCF7
7473,HEK 293
1957,CACO-2
9145,A549
6291,CACO-2
6906,A549
5128,RT4
1519,A549
7248,RT4
5727,PC-3
1427,CACO-2
409,HEK 293
6237,A549
8382,CACO-2
2076,MCF7
496,PC-3
6134,CACO-2
6664,CACO-2
8324,RT4
5932,HeLa
5698,CACO-2
2609,HEK 293
7042,HEK 293
8985,RT4
8252,CACO-2
5906,MCF7
5292,HEK 293
4496,CACO-2
1856,HEK 293
8645,CACO-2
2722,MCF7
456,HEK 293
4510,RT4
7531,U-2 OS
3720,U-251 MG
9126,MCF7
8740,HeLa
4355,MCF7
2224,U-251 MG
2252,RT4
4550,U-2 OS
3568,CACO-2
4184,HEK 293
1556,MCF7
4811,RT4
5694,U-2 OS
660,HeLa
1293,CACO-2
1250,U-251 MG
8447,RT4
720,MCF7
6960,RT4
6163,MCF7
6826,CACO-2
9062,HEK 293
5691,CACO-2
1196,CACO-2
8329,U-251 MG
7351,RT4
3396,PC-3
4466,CACO-2
412,U-251 MG
6537,HeLa
9370,RT4
5022,CACO-2
3497,U-251 MG
7490,RT4
2347,PC-3
404,MCF7
7898,RT4
3964,U-251 MG
8531,HEK 293
795,RT4
2998,MCF7
730,MCF7
981,RT4
1721,A549
1962,RT4
7013,MCF7
9237,A549
8593,MCF7
6844,HeLa
5752,HeLa
4755,CACO-2
1195,CACO-2
9389,CACO-2
6953,CACO-2
6348,CACO-2
8427,U-251 MG
7911,MCF7
737,CACO-2
1040,A549
9288,RT4
4464,U-251 MG
1007,RT4
9209,HEK 293
84,U-2 OS
1408,RT4
7526,RT4
3531,A549
4977,CACO-2
6804,U-2 OS
87,U-2 OS
3986,U-2 OS
4576,MCF7
7938,CACO-2
3252,U-2 OS
7361,U-251 MG
8180,CACO-2
2617,RT4
4412,HeLa
4829,U-251 MG
7294,RT4
5951,U-2 OS
6230,U-251 MG
671,CACO-2
8421,RT4
8603,U-251 MG
5345,CACO-2
3142,CACO-2
7887,CACO-2
8976,RT4
1709,U-251 MG
7380,HEK 293
2146,RT4
5210,U-2 OS
733,HEK 293
6238,CACO-2
5860,HEK 293
5859,CACO-2
902,CACO-2
3521,RT4
7271,CACO-2
1926,HEK 293
7934,HEK 293
9601,U-2 OS
1618,CACO-2
5,A549
9308,CACO-2
6581,A549
1979,U-251 MG
1543,RT4
2033,CACO-2
9355,HeLa
8029,RT4
4171,PC-3
6392,U-2 OS
3646,A549
2692,CACO-2
4003,MCF7
8429,U-251 MG
8541,CACO-2
4304,PC-3
3676,CACO-2
1094,RT4
857,CACO-2
3939,U-2 OS
56,MCF7
692,CACO-2
1999,A549
769,RT4
6993,HEK 293
3907,MCF7
2221,U-2 OS
3772,HEK 293
7323,HEK 293
5380,CACO-2
8425,HeLa
2058,HEK 293
1359,MCF7
998,PC-3
6593,CACO-2
2427,RT4
6883,U-251 MG
1170,RT4
2531,A549
2249,A549
1800,RT4
4767,U-251 MG
8940,A549
8819,MCF7
760,CACO-2
6556,CACO-2
1445,RT4
277,U-2 OS
291,RT4
6080,U-2 OS
3367,HEK 293
8279,CACO-2
9196,MCF7
5241,RT4
4024,PC-3
2053,RT4
2881,RT4
5508,CACO-2
3951,CACO-2
4669,A549
8202,CACO-2
8243,CACO-2
155,MCF7
914,CACO-2
8837,RT4
7410,MCF7
1813,PC-3
7317,U-251 MG
2476,CACO-2
500,RT4
4378,A549
1549,MCF7
7653,MCF7
4313,HEK 293
4439,PC-3
8724,MCF7
905,HeLa
2682,HeLa
5003,RT4
5358,MCF7
7908,RT4
8148,RT4
8192,HEK 293
8219,U-251 MG
8407,U-2 OS
4478,MCF7
6547,CACO-2
3199,U-2 OS
1460,U-251 MG
5037,HeLa
1058,RT4
6449,RT4
1369,MCF7
5548,U-2 OS
9228,CACO-2
3031,RT4
7710,U-251 MG
258,MCF7
3710,RT4
5114,RT4
8277,MCF7
1921,HEK 293
9478,PC-3
3607,A549
3537,RT4
2225,RT4
6138,HeLa
1532,HEK 293
8241,RT4
446,PC-3
7829,RT4
3496,HEK 293
734,A549
7956,MCF7
5335,CACO-2
5514,HeLa
8308,U-2 OS
4225,U-251 MG
6775,CACO-2
8030,CACO-2
2745,U-251 MG
1025,HEK 293
7328,HEK 293
9024,CACO-2
7052,HEK 293
3687,U-251 MG
3742,RT4
1619,RT4
8190,CACO-2
7350,RT4
920,CACO-2
1486,RT4
3827,A549
5136,HEK 293
6367,U-251 MG
2069,A549
7489,CACO-2
4316,U-2 OS
6344,U-2 OS
4731,RT4
3152,MCF7
9125,HEK 293
2922,HEK 293
5359,RT4
5817,MCF7
3536,CACO-2
7298,MCF7
8300,RT4
3809,RT4
6738,HEK 293
5132,RT4
9358,HEK 293
383,U-251 MG
3908,HeLa
1227,U-2 OS
7669,CACO-2
4536,HEK 293
7626,RT4
8453,A549
3783,U-251 MG
4187,U-251 MG
4154,HeLa
6336,RT4
3801,MCF7
5622,U-2 OS
2041,U-2 OS
365,RT4
8465,A549
9500,HEK 293
4662,MCF7
1000,CACO-2
8966,HeLa
5623,HEK 293
1660,CACO-2
1290,HeLa
8696,HeLa
6411,CACO-2
3472,MCF7
8211,HEK 293
9440,MCF7
8800,CACO-2
3919,HEK 293
1169,PC-3
9150,MCF7
1996,HEK 293
8641,HEK 293
701,A549
6916,HEK 293
6192,HEK 293
6358,CACO-2
8154,MCF7
1989,MCF7
7442,RT4
4235,MCF7
4758,HEK 293
4199,HEK 293
6353,CACO-2
2106,RT4
7897,RT4
8166,CACO-2
5481,CACO-2
7614,A549
7302,CACO-2
2508,A549
6823,PC-3
5822,CACO-2
9339,RT4
3189,HeLa
5528,CACO-2
4820,CACO-2
487,HeLa
6867,RT4
6555,MCF7
2661,RT4
9301,CACO-2
8888,RT4
6600,CACO-2
2026,U-251 MG
7658,HEK 293
3730,HeLa
2397,U-251 MG
6736,RT4
2927,MCF7
8682,U-2 OS
7600,HeLa
6675,CACO-2
6017,RT4
3707,CACO-2
6764,CACO-2
3055,RT4
6919,U-2 OS
7200,RT4
3211,HEK 293
9289,CACO-2
5348,U-2 OS
5851,HEK 293
4812,HEK 293
2812,U-251 MG
8552,A549
7978,MCF7
7358,RT4
6892,A549
8971,RT4
6045,RT4
4334,PC-3
2157,HEK 293
9461,PC-3
8460,RT4
7150,A549
8646,HEK 293
6542,RT4
4331,RT4
9165,RT4
1506,RT4
7676,RT4
5217,U-251 MG
3019,U-2 OS
7453,HeLa
2524,CACO-2
9412,RT4
2057,PC-3
4015,CACO-2
8643,MCF7
7886,HEK 293
9223,RT4
1836,MCF7
1009,HEK 293
1584,CACO-2
6063,CACO-2
7946,HEK 293
9222,RT4
2320,U-2 OS
2128,HeLa
2522,HeLa
3481,RT4
907,CACO-2
6653,RT4
1368,MCF7
2308,U-2 OS
5024,RT4
3216,RT4
5438,CACO-2
3138,PC-3
4157,RT4
2588,U-2 OS
4433,MCF7
794,U-251 MG
7773,RT4
5689,RT4
8150,HeLa
2785,A549
9424,A549
6535,CACO-2
7028,HeLa
1156,RT4
3938,HEK 293
620,U-251 MG
7336,RT4
1187,RT4
7051,CACO-2
6131,U-251 MG
1023,RT4
3001,MCF7
9200,MCF7
6766,A549
8129,A549
1820,CACO-2
5422,PC-3
8947,CACO-2
8302,HeLa
1072,CACO-2
1713,RT4
3101,RT4
9051,CACO-2
3320,MCF7
9000,CACO-2
5506,RT4
1739,HeLa
4341,U-2 OS
833,CACO-2
1396,CACO-2
8993,RT4
1473,HEK 293
6051,CACO-2
4268,HEK 293
6530,RT4
2145,U-2 OS
2749,RT4
2874,A549
6927,CACO-2
6032,HEK 293
7370,HEK 293
916,PC-3
8350,HeLa
8106,PC-3
6100,HEK 293
4776,CACO-2
4400,RT4
6922,HeLa
8607,RT4
6761,HEK 293
1237,A549
3025,HEK 293
8284,CACO-2
1605,U-2 OS
5420,HeLa
4178,RT4
6365,RT4
8412,U-251 MG
2604,HEK 293
481,HeLa
9193,U-251 MG
3207,CACO-2
3011,PC-3
4884,HEK 293
136,RT4
3592,RT4
3374,CACO-2
7599,PC-3
4397,HEK 293
6642,RT4
3340,CACO-2
9483,CACO-2
3067,MCF7
8289,MCF7
806,HeLa
4452,MCF7
1116,U-2 OS
7672,RT4
3431,HEK 293
3355,HEK 293
8866,HEK 293
1068,RT4
8119,RT4
8618,U-2 OS
7303,HeLa
4445,HEK 293
1490,PC-3
7008,CACO-2
3519,RT4
6665,U-2 OS
3204,PC-3
4699,RT4
1208,HEK 293
5682,PC-3
2232,HeLa
6997,RT4
8131,HeLa
4314,RT4
9607,HEK 293
4981,RT4
8254,HeLa
4191,RT4
1970,HEK 293
2788,MCF7
8614,U-2 OS
3578,HeLa
6077,U-2 OS
9338,A549
8701,A549
3074,U-251 MG
94,RT4
1338,U-2 OS
4116,A549
2694,U-2 OS
6242,CACO-2
6982,PC-3
288,CACO-2
7763,U-2 OS
6210,RT4
3348,RT4
1917,HEK 293
5113,CACO-2
9152,HEK 293
4450,CACO-2
2331,MCF7
416,RT4
6489,RT4
7925,U-251 MG
1868,MCF7
1114,RT4
3751,U-251 MG
3143,HEK 293
7882,U-251 MG
8464,HeLa
125,MCF7
1916,HEK 293
644,HEK 293
2838,U-2 OS
6752,HEK 293
7071,U-2 OS
6944,MCF7
8145,HEK 293
3287,HEK 293
3947,MCF7
6769,A549
1515,CACO-2
411,HEK 293
7249,CACO-2
6423,CACO-2
5875,RT4
259,HEK 293
9503,CACO-2
5332,RT4
7194,U-2 OS
2471,HEK 293
4740,CACO-2
7778,MCF7
8206,PC-3
3388,MCF7
6946,HeLa
7731,RT4
7493,HEK 293
8023,MCF7
7080,CACO-2
1733,RT4
5826,U-251 MG
4751,CACO-2
1078,U-251 MG
2038,MCF7
6875,PC-3
3076,CACO-2
8095,MCF7
1629,CACO-2
1509,HEK 293
2199,HEK 293
5943,HeLa
8862,PC-3
6440,CACO-2
9312,RT4
5079,HEK 293
930,RT4
8385,HEK 293
346,CACO-2
840,HeLa
2183,RT4
7066,RT4
732,RT4
9146,CACO-2
8102,HeLa
1624,CACO-2
2584,U-2 OS
2342,HEK 293
4049,RT4
4769,RT4
8814,HeLa
2905,A549
6516,HEK 293
8841,CACO-2
8491,RT4
2441,HEK 293
1177,HeLa
4672,A549
7760,CACO-2
2837,U-251 MG
3059,RT4
3468,RT4
2201,RT4
6072,RT4
5460,MCF7
3953,HEK 293
2841,CACO-2
8215,RT4
4270,PC-3
8147,RT4
6333,U-251 MG
9124,CACO-2
2867,RT4
2052,U-251 MG
7642,CACO-2
1346,CACO-2
9046,MCF7
2167,PC-3
8529,CACO-2
1232,CACO-2
3547,MCF7
3501,CACO-2
1524,CACO-2
2297,HeLa
9311,A549
3456,CACO-2
1303,MCF7
3238,U-251 MG
770,RT4
1243,MCF7
5864,CACO-2
6881,A549
1328,RT4
1693,RT4
9392,CACO-2
3936,CACO-2
6071,CACO-2
9213,U-2 OS
6166,A549
1644,HEK 293
838,HEK 293
3354,HEK 293
6093,HEK 293
3349,RT4
2278,CACO-2
6146,HEK 293
642,RT4
1757,HEK 293
886,CACO-2
4568,CACO-2
2354,RT4
1909,U-2 OS
9189,PC-3
4081,U-251 MG
1043,RT4
6898,A549
8623,HeLa
6143,A549
9618,RT4
6345,RT4
7058,PC-3
8562,HEK 293
2493,U-251 MG
1633,RT4
6573,U-2 OS
7664,CACO-2
8685,U-2 OS
8896,CACO-2
8995,HEK 293
4924,PC-3
2612,RT4
7589,HEK 293
4671,RT4
2189,CACO-2
4685,HEK 293
945,HeLa
3571,A549
9501,U-2 OS
148,HeLa
4714,RT4
6375,U-2 OS
5676,HEK 293
344,RT4
5719,HEK 293
9320,HEK 293
234,CACO-2
7628,CACO-2
3558,PC-3
6009,HeLa
821,HEK 293
4877,CACO-2
3443,RT4
8569,U-251 MG
3728,MCF7
1966,U-251 MG
2892,CACO-2
3840,HeLa
6812,PC-3
968,U-251 MG
3803,RT4
1045,PC-3
3342,RT4
6454,U-251 MG
697,CACO-2
2055,HEK 293
9468,A549
7430,CACO-2
742,CACO-2
5929,RT4
5918,MCF7
7596,HeLa
5130,RT4
2822,CACO-2
8959,U-251 MG
6108,U-2 OS
7314,CACO-2
9132,U-2 OS
4951,RT4
3319,RT4
5061,CACO-2
7615,HEK 293
2154,U-2 OS
7140,U-2 OS
4719,A549
1388,RT4
7063,HEK 293
5820,RT4
9021,U-2 OS
8648,RT4
4752,HEK 293
2480,CACO-2
2464,PC-3
8214,MCF7
205,RT4
4277,CACO-2
3279,HEK 293
4983,PC-3
4649,CACO-2
586,CACO-2
6741,RT4
7277,RT4
9023,RT4
8231,CACO-2
6062,U-2 OS
4011,U-2 OS
4098,CACO-2
7967,RT4
3635,CACO-2
9225,CACO-2
9541,RT4
781,U-2 OS
4832,U-251 MG
3736,HEK 293
5163,MCF7
5806,CACO-2
2028,U-2 OS
7078,HeLa
3375,RT4
2360,MCF7
4593,HeLa
9251,HEK 293
6701,RT4
5744,MCF7
5186,HEK 293
4994,MCF7
4414,RT4
7713,MCF7
9632,PC-3
1111,RT4
7312,U-251 MG
2906,CACO-2
6854,PC-3
8227,MCF7
9410,HEK 293
7808,HEK 293
4667,CACO-2
4070,U-251 MG
7153,HEK 293
2582,MCF7
1481,CACO-2
6686,HEK 293
9070,U-2 OS
8253,MCF7
138,HEK 293
2411,A549
1608,RT4
8124,PC-3
6895,U-2 OS
1798,HEK 293
2406,HEK 293
8416,A549
4155,CACO-2
6079,MCF7
3096,A549
5983,RT4
3987,CACO-2
5772,CACO-2
7607,HEK 293
5540,PC-3
5402,HeLa
1395,RT4
5592,U-2 OS
6186,HeLa
8767,HEK 293
1558,CACO-2
5831,A549
3749,HEK 293
5169,PC-3
5692,RT4
8116,U-251 MG
2928,A549
6281,HeLa
3903,U-251 MG
5591,CACO-2
4138,MCF7
6240,MCF7
8158,U-2 OS
2921,PC-3
8481,RT4
3475,CACO-2
4746,HEK 293
2664,A549
417,U-2 OS
4185,MCF7
6266,RT4
532,HeLa
4082,RT4
6553,CACO-2
3849,CACO-2
5279,CACO-2
1671,MCF7
4835,CACO-2
3225,MCF7
8798,A549
2551,U-2 OS
30,MCF7
5378,A549
1469,A549
3429,RT4
8229,U-251 MG
116,HEK 293
194,CACO-2
6943,HeLa
844,HeLa
5396,RT4
4882,HeLa
8550,U-251 MG
3750,U-251 MG
6915,HEK 293
4957,RT4
1725,RT4
8096,HEK 293
169,CACO-2
3784,CACO-2
949,PC-3
3179,CACO-2
4335,PC-3
4114,RT4
3920,MCF7
5222,HEK 293
3236,U-2 OS
3123,HEK 293
3226,U-251 MG
5790,RT4
5285,RT4
9554,HEK 293
2547,CACO-2
7332,MCF7
576,RT4
1754,HeLa
7167,A549
1620,U-251 MG
174,U-2 OS
594,RT4
5228,MCF7
9413,PC-3
3205,U-251 MG
1648,PC-3
4586,RT4
1843,MCF7
819,U-2 OS
428,HEK 293
5783,CACO-2
8296,HEK 293
1424,CACO-2
5830,CACO-2
3970,U-251 MG
6626,HEK 293
5074,U-2 OS
1034,CACO-2
5025,MCF7
5244,CACO-2
7631,RT4
5142,CACO-2
7764,HEK 293
8612,MCF7
8401,A549
2556,U-2 OS
5981,HEK 293
4572,CACO-2
5019,A549
7856,MCF7
4743,MCF7
9492,MCF7
2705,U-2 OS
612,CACO-2
9415,MCF7
1162,RT4
9040,RT4
80,CACO-2
4566,A549
3269,RT4
1026,HeLa
2672,RT4
2876,RT4
971,CACO-2
1255,CACO-2
6591,RT4
4788,PC-3
2750,CACO-2
2729,U-251 MG
1955,RT4
9091,PC-3
4870,A549
6834,U-2 OS
8572,RT4
1253,PC-3
9581,CACO-2
1070,U-2 OS
2051,PC-3
1044,HEK 293
6778,RT4
6785,HEK 293
5082,U-251 MG
7572,MCF7
2085,CACO-2
6236,U-251 MG
1194,HEK 293
8065,CACO-2
8716,RT4
7185,U-251 MG
5451,PC-3
6337,U-251 MG
7144,U-251 MG
7729,CACO-2
1029,U-2 OS
3679,HEK 293
188,CACO-2
7580,U-251 MG
4068,MCF7
7920,U-2 OS
1088,RT4
1449,U-251 MG
5836,RT4
4722,PC-3
4650,U-251 MG
8667,RT4
6201,HEK 293
7585,RT4
7232,MCF7
7508,HEK 293
2654,RT4
812,HeLa
8209,PC-3
2222,MCF7
6046,CACO-2
6809,HEK 293
8795,RT4
7411,RT4
1850,HEK 293
863,RT4
3314,U-2 OS
3541,CACO-2
5884,U-2 OS
7499,RT4
8622,RT4
6933,MCF7
2251,CACO-2
2435,RT4
6289,CACO-2
472,HEK 293
5454,HeLa
1019,PC-3
4653,MCF7
4358,HEK 293
7179,MCF7
1879,PC-3
5567,MCF7
8564,U-251 MG
5363,MCF7
7964,MCF7
6321,CACO-2
8423,MCF7
4206,HEK 293
7918,U-2 OS
4241,HEK 293
1258,HEK 293
6606,HEK 293
1849,RT4
3969,RT4
2797,HeLa
7779,CACO-2
3682,CACO-2
2377,A549
2568,U-251 MG
7282,MCF7
6215,U-251 MG
3047,U-251 MG
2483,U-2 OS
3988,U-251 MG
8301,U-251 MG
7798,RT4
9182,MCF7
1276,RT4
485,U-2 OS
3653,HEK 293
5894,HEK 293
8865,RT4
2775,RT4
1854,U-2 OS
668,HeLa
7017,MCF7
7435,RT4
5173,RT4
1285,MCF7
628,HEK 293
5882,CACO-2
5907,HeLa
9586,HeLa
5641,CACO-2
618,HeLa
3371,RT4
8477,RT4
2396,RT4
3922,U-2 OS
9511,RT4
9161,RT4
813,HEK 293
4411,A549
5722,PC-3
3806,CACO-2
4332,PC-3
6164,MCF7
5067,HEK 293
5387,HEK 293
1546,HEK 293
2025,CACO-2
8702,CACO-2
3836,MCF7
4456,RT4
2032,MCF7
4887,HEK 293
2341,HEK 293
5150,HEK 293
6419,MCF7
2013,PC-3
3185,A549
5663,MCF7
2641,HEK 293
5705,MCF7
5849,CACO-2
2409,HeLa
4071,RT4
2455,U-251 MG
5360,RT4
8457,RT4
29,HEK 293
756,HEK 293
4896,A549
3590,HEK 293
4897,A549
9018,HEK 293
9226,PC-3
9028,CACO-2
7603,HEK 293
7598,HEK 293
57,HeLa
6272,MCF7
9012,RT4
7109,HEK 293
8502,U-2 OS
8212,RT4
9561,RT4
3163,HEK 293
4254,CACO-2
7655,U-2 OS
8086,MCF7
4619,MCF7
2307,U-251 MG
9052,U-2 OS
4904,U-251 MG
8303,U-2 OS
8748,RT4
8843,PC-3
7895,MCF7
3656,A549
4150,MCF7
4483,HEK 293
2932,A549
4230,U-2 OS
8359,MCF7
7214,CACO-2
2623,PC-3
1048,HEK 293
6278,CACO-2
8482,RT4
3991,RT4
9630,RT4
1471,A549
5308,A549
3512,MCF7
1963,RT4
6851,RT4
1198,CACO-2
2102,CACO-2
7103,MCF7
5923,RT4
3051,MCF7
1888,MCF7
9353,MCF7
5888,HeLa
199,CACO-2
4915,U-2 OS
5671,HEK 293
442,CACO-2
2353,HEK 293
8611,HeLa
8638,HEK 293
6305,HeLa
6509,MCF7
7033,RT4
4403,MCF7
9409,CACO-2
8471,A549
665,PC-3
6865,CACO-2
6118,U-251 MG
1811,PC-3
6115,RT4
4329,A549
2124,CACO-2
9434,CACO-2
9475,HEK 293
6645,HEK 293
6014,CACO-2
5392,CACO-2
7492,HEK 293
4111,CACO-2
2686,CACO-2
2502,RT4
2162,HEK 293
7152,HeLa
1753,U-2 OS
3505,MCF7
6657,RT4
2820,HEK 293
8567,RT4
2760,MCF7
5870,MCF7
4012,HEK 293
9266,RT4
5413,HEK 293
4702,MCF7
1135,HeLa
1180,MCF7
8112,HEK 293
4153,MCF7
3120,RT4
9550,CACO-2
3602,U-2 OS
6749,HeLa
1881,MCF7
232,U-251 MG
4228,U-2 OS
5403,RT4
7275,MCF7
6588,HeLa
454,HeLa
1348,HeLa
7114,RT4
2765,RT4
3755,CACO-2
758,CACO-2
4319,PC-3
4286,CACO-2
5708,CACO-2
1123,A549
7133,RT4
55,PC-3
8010,HeLa
3548,U-251 MG
3940,RT4
6446,PC-3
476,RT4
4822,RT4
2302,MCF7
8923,RT4
3187,PC-3
4141,HEK 293
7485,HeLa
8779,RT4
3170,MCF7
8919,CACO-2
9307,HEK 293
6160,MCF7
2230,RT4
4317,CACO-2
8473,U-2 OS
6483,CACO-2
2196,CACO-2
1643,RT4
694,HEK 293
8907,A549
431,HeLa
883,RT4
3807,MCF7
4470,RT4
8868,RT4
185,CACO-2
687,MCF7
8130,MCF7
6909,RT4
2620,U-2 OS
872,A549
540,U-2 OS
8981,U-2 OS
7707,CACO-2
8187,CACO-2
8388,HEK 293
9426,HEK 293
978,HEK 293
6810,HEK 293
1860,MCF7
7119,RT4
1005,HEK 293
3633,U-251 MG
5915,HeLa
4573,HEK 293
4137,MCF7
6794,RT4
5993,MCF7
7854,MCF7
6374,CACO-2
5271,HeLa
71,HEK 293
2285,MCF7
2993,CACO-2
8823,RT4
4518,RT4
3658,MCF7
5265,A549
2591,HEK 293
3819,U-2 OS
4110,U-251 MG
2865,MCF7
5754,HEK 293
6602,CACO-2
114,CACO-2
8328,U-2 OS
3565,U-2 OS
7513,PC-3
7396,RT4
2226,HEK 293
8273,RT4
3016,HEK 293
4360,PC-3
676,HeLa
6447,U-251 MG
2731,PC-3
6402,MCF7
3385,A549
8864,RT4
7899,CACO-2
7864,HeLa
8884,MCF7
7678,A549
2939,RT4
4467,U-2 OS
7310,U-251 MG
7483,HEK 293
1402,PC-3
5601,HEK 293
3929,RT4
8100,PC-3
3009,CACO-2
7398,HEK 293
9474,CACO-2
6902,HEK 293
3247,MCF7
4524,CACO-2
7516,HEK 293
5108,RT4
5435,MCF7
4301,MCF7
522,PC-3
2316,U-2 OS
599,HEK 293
9276,RT4
9286,RT4
8825,HEK 293
3290,A549
1357,HEK 293
1727,U-2 OS
2486,A549
7833,U-2 OS
1152,MCF7
7959,RT4
3572,A549
6456,RT4
5233,RT4
8258,RT4
2782,RT4
4352,U-251 MG
3925,MCF7
772,A549
7639,RT4
5276,CACO-2
6624,MCF7
6317,RT4
7112,U-2 OS
322,PC-3
7605,RT4
2611,RT4
8062,HeLa
814,CACO-2
3787,HeLa
7254,U-251 MG
9512,CACO-2
7578,RT4
4781,PC-3
6768,RT4
952,RT4
9480,CACO-2
6717,U-2 OS
6469,MCF7
606,RT4
9373,MCF7
3808,CACO-2
5206,PC-3
7234,CACO-2
488,MCF7
6229,RT4
8902,CACO-2
6319,MCF7
1711,HeLa
6104,RT4
4761,RT4
3611,A549
6213,MCF7
7259,RT4
7595,MCF7
5778,PC-3
7015,CACO-2
2578,CACO-2
4077,MCF7
297,RT4
1689,HEK 293
6028,RT4
640,MCF7
1091,A549
2350,A549
8796,RT4
1958,HEK 293
1149,RT4
128,MCF7
7901,CACO-2
8264,MCF7
589,RT4
4364,CACO-2
9515,HEK 293
6795,CACO-2
5656,CACO-2
5655,RT4
332,U-251 MG
7059,U-2 OS
1799,PC-3
7394,CACO-2
8957,RT4
8155,RT4
5788,U-251 MG
8996,HEK 293
6751,HEK 293
3717,A549
7970,MCF7
881,HEK 293
9305,PC-3
1867,A549
7540,MCF7
3322,RT4
6313,HEK 293
1833,CACO-2
810,HeLa
4605,HEK 293
9531,RT4
4509,HeLa
1161,HEK 293
3168,HEK 293
2598,U-251 MG
9175,HEK 293
7251,HeLa
8476,U-251 MG
7486,CACO-2
2275,U-2 OS
4581,MCF7
5596,RT4
4444,RT4
7582,HEK 293
1980,U-251 MG
5368,MCF7
2019,RT4
2756,HEK 293
4953,MCF7
6263,HEK 293
4036,A549
6502,HEK 293
9096,U-251 MG
3075,RT4
1106,PC-3
2399,MCF7
8677,CACO-2
8178,RT4
2078,RT4
8974,PC-3
2286,PC-3
1538,HeLa
6150,CACO-2
2359,MCF7
8725,A549
9270,PC-3
354,A549
6349,HEK 293
4641,U-251 MG
50,RT4
2711,A549
5675,A549
7265,HEK 293
3911,U-2 OS
3610,CACO-2
1705,CACO-2
32,U-2 OS
1834,RT4
7621,RT4
2034,PC-3
2400,U-2 OS
8832,U-2 OS
3599,CACO-2
7641,MCF7
2533,RT4
637,RT4
3046,HeLa
2373,A549
3972,RT4
2188,U-251 MG
8118,U-2 OS
3423,CACO-2
2759,PC-3
5226,RT4
3585,U-251 MG
7620,A549
9257,U-2 OS
765,CACO-2
8290,HeLa
8736,CACO-2
7868,CACO-2
7686,PC-3
9444,HEK 293
5007,RT4
860,A549
4537,HeLa
556,HeLa
4432,A549
9249,HeLa
3369,RT4
8714,HeLa
6557,MCF7
7791,HEK 293
1771,PC-3
5666,HEK 293
4611,MCF7
7790,PC-3
3759,U-251 MG
1277,HEK 293
972,PC-3
3038,RT4
6308,U-251 MG
1033,HeLa
5107,HEK 293
4697,MCF7
8869,RT4
1573,RT4
8763,CACO-2
8361,MCF7
1241,RT4
2107,CACO-2
635,U-251 MG
3959,CACO-2
6674,CACO-2
1647,HEK 293
6303,CACO-2
4312,PC-3
1585,PC-3
4399,CACO-2
1184,A549
8615,PC-3
2883,A549
3092,RT4
8535,CACO-2
8266,HEK 293
2499,RT4
8560,RT4
5219,U-251 MG
6327,RT4
12,HEK 293
8917,RT4
1855,RT4
7855,U-2 OS
9603,CACO-2
1347,MCF7
5541,U-251 MG
8354,HEK 293
3386,A549
2338,PC-3
1493,U-251 MG
2909,A549
8494,MCF7
2668,MCF7
2103,A549
8083,CACO-2
447,MCF7
3693,RT4
330,U-251 MG
8900,PC-3
2852,U-251 MG
6314,MCF7
8101,HEK 293
9177,U-251 MG
7440,MCF7
5874,RT4
5887,RT4
6103,U-2 OS
4374,HeLa
6816,HEK 293
5480,HEK 293
6458,RT4
7219,A549
5264,A549
8087,A549
7111,HEK 293
8939,RT4
7006,PC-3
1512,HEK 293
7137,CACO-2
4232,MCF7
5338,CACO-2
3224,HEK 293
2158,CACO-2
6828,A549
445,CACO-2
5035,HeLa
3675,MCF7
461,RT4
3616,CACO-2
5306,HeLa
9003,U-251 MG
688,RT4
8650,A549
5858,PC-3
3540,PC-3
